"id","profileName","text","date","title","rating","images","helpful","variant:"
"R2387QZPOOWPYT","Jkid7","The day I got them they worked fine, the next day however the left earbuds speaker went out and there was no fixing it, the tech and stuffed worked great, noise cancelation and everything until the speaker blew out. The return process was fairly easy though.","Reviewed in the United States on 26 October 2023","Low quality","2.0 out of 5 stars","","0",
"R3PUELY7LLZG6Y","charmaine","One ear bud stopped working twice.","Reviewed in the United States on 23 October 2023","Had to return twice!!","2.0 out of 5 stars","","0",
"R35589O0ADAYXI","Casey","Sound quality is fine, they hold a charge fairly well, however, the way they fit my ear causes scabbing and abrasions after long term wear.I've used these for about a month, and my left ear had a cut. I stopped using the left bud, and thought maybe it was the tip. Bought two different types, and used them in my right ear. Now my right ear has cuts and abrasions.Not sure what the issue is, but these are not compatible with me, and are the .ost uncomfortable ear buds I ever had","Reviewed in the United States on 23 October 2023","Cut my ears","2.0 out of 5 stars","","0",
"R34OLR4S7B6DMA","tammy","The Noise keeps jumping","Reviewed in Canada on 20 October 2023","The Noise keeps jumping","2.0 out of 5 stars","https://m.media-amazon.com/images/I/21o4cGzbA4L.jpg","0",
"R30EYI16B2ZOCZ","Kailoni","These are my 3rd pair of galaxy buds and the worst by a large margin.1. Fit - the fit is so bad I had to turn off touch controls since I was fiddling with the buds so often to keep them from falling out.2. Quality - it's garbage.  My right ear bud is already half as quiet as my left. The noise canceling causes a weird feed back. The ambient noise is crazy loud but at least it works.3. Out of nowhere I'm suddenly getting an echoing feedback while on calls making them useless for calls.4. The extra star is for the sound they sound slightly better than my last pair.","Reviewed in the United States on 18 October 2023","Samsung dropped the ball","2.0 out of 5 stars","","0",
"R1HV5DP54S28TM","mark heiblim","Sent this item back. They were too big for my ears, wouldn’t stay in. Of course Amazon took them back","Reviewed in the United States on 15 October 2023","Too big","2.0 out of 5 stars","","0",
"RBW7YQ1RHWAIE","Ordered two bags and all the individually wrapped chocolates in one we're smashed and dried out.","Absolute junk. Rarely used them over the last five months and the right ear bud speaker blew. Only reason I gave them two stars is because they were great quality until that point.","Reviewed in the United States on 15 October 2023","Doesn't last","2.0 out of 5 stars","","0",
"R270JPYW20K1BJ","JAMIE","Sound is ok but not great.  The right bud make a popping noise like a blown speaker if you turn the volume up to high, and of course this started 4 days after the return window closed.  they kinda feel like they may slip out of your ear at any moment. The noise cancelling works if u have them just right in your ear, otherwise not at all.","Reviewed in the United States on 13 October 2023","Ok but not great","2.0 out of 5 stars","","0",
"R7V8C607379B7","Kindle Customer","Supposedly these buds can advance albums to the next track or reverse to the previous track by double- or triple-tapping the buds. This doesn't work. It is difficult to to even get a single tap to turn the buds on or off. I've not been able to get a multiple tap. It shouldn't be this hard. It hasn't been the case with other buds I've owned.","Reviewed in the United States on 12 October 2023","Poor touch controls","2.0 out of 5 stars","","0",
"R39LMJPAHFJ9VG","J","The build quality and sound from these headphones are quite nice, but they're oddly shaped and slip out of my ears constantly. Unlike the first generation of Galaxy Buds, they don't have a little ridge to secure themselves inside my ear. They're just shaped like little gray nugs, which is unappealing and impractical. When they slip even a small distance from my ears, the proximity sensors cause them to silently disconnect from phone calls. This means that my phone calls are interrupted, choppy, or just silently drop for no reason at all.","Reviewed in the United States on 10 October 2023","Slips out of my ears, messes with calls, touch features don't work without app","2.0 out of 5 stars","","0",
"RX6367S8XBXZU","LJNols84","Not at all what I expected from Samsung. I've had them for about a month and no one can hear me when I'm trying to use them to talk on my phone.","Reviewed in the United States on 30 September 2023","Not worth the money","2.0 out of 5 stars","","0",
"R2WBVHMST2W4SV","amrit","I had the previous model before this for 4 years and it was finally tolime to upgrade.. I got these after seeing good reviews.. but I must have got a bad set.. after a few months now.. my right earpiece is going in and out.  People can't hear me when I'm on calls. I constantly have to switch to my left ear bud.","Reviewed in the United States on 26 September 2023","Too good to be true","2.0 out of 5 stars","","0",
"R1ZDNR7JSHS62Y","Kristi McAdory","Well this set of ear buds once charged seem to work good when listen to music or a book, but when someone calls they person on the other end complains of not being able to hear you or that you sound far away.  Also while on a call, the ear bud will just disconnect itself.  Not a good quality product.","Reviewed in the United States on 26 September 2023","Bad Quality","2.0 out of 5 stars","","0",
"R1QZGKLHH3ACPP","Torian Johnson","I have several different Samasung Galaxy buds and these are by far the worst. They do not fit no matter what size ear bud thingy you I use. The issue is the body of this bud is too slippery. They slip right out even if you're sitting perfectly still.The sound is typical for Samsung buds and the connectivity is great, but I would pass on them for the sheer fact that they are useless because they fall out. I've had them about 3 months and wish I could return them.","Reviewed in the United States on 20 September 2023","Too slippery","2.0 out of 5 stars","","0",
"R3TXC4CIFBGK2B","Jorge A.","El audifono derecho dejo de funcionar luego de un mes y solo se escucha un pitido muy extraño y molesto","Reviewed in Mexico on 15 September 2023","Pluh","2.0 out of 5 stars","","0",
"R2A9YHOEJ87SI2","Cliente de Amazon","No good comfort 😔","Reviewed in the United States on 12 September 2023","Don't fit well is to bad","2.0 out of 5 stars","","0",
"R28SKQREQ9T3I6","Martha Monge","Me salieron malos al mes de comprados","Reviewed in the United States on 11 September 2023","Malos","2.0 out of 5 stars","","0",
"R3JGQ5HCAX4CEV","Akash Patel","Does not fit in ear comfortably","Reviewed in the United States on 8 September 2023","Not fitting","2.0 out of 5 stars","","0",
"R1UABWZY5FZEUD","Tiffany","They work great with noise canceling and phone calls. But they are always falling out of my ears. When I'm on a call and placing them back in my ear most times I end up hanging up on the person. Very annoying. Missed my return date or they would have gone back.","Reviewed in the United States on 7 September 2023","Works ok but horrible at staying in my ear","2.0 out of 5 stars","","0",
"R7FWYMHEW0G59","Michael Campbell","They got rid of the wing so now they don't stay in your ear well, constantly have to keep pushing them back in, and there's also a static click in your ear whenever there's nothing playing through them.","Reviewed in the United States on 6 September 2023","Downgrade from previous version","2.0 out of 5 stars","","0",
"RW1MS27WJAZYM","Ricardo","This is the first time and Last that I buy one of this headphones. It was ok at first, really good quality but after the month of warranty they started to sound like static or to distirtion some sounds. They fall from your ear easily if you are running. And the touch panel hangs the calls if you try to adjust the headphones.Maybe I got bad luck but I wouldn't recommend this headphones","Reviewed in the United States on 4 September 2023","After one month started to fail","2.0 out of 5 stars","","0",
"RFGBWTOXJMEIS","jgilemtp","Really wanted to like these. Read the reviews about them not staying in the ear but thought I'd try them anyway. Nope they sure don't. The littlest bit of sweat and they want to come out.  You spend more time putting them back in than anything. Hell they're so slick you can barely hold on to them. Can't tell you how many times I've had to pick them up. They sound great when they stay in. I went back to my old Gen 1 Galaxy buds at least they stay put.","Reviewed in the United States on 31 August 2023","Disappointed","2.0 out of 5 stars","","0",
"R1NGG1W6RKY68H","Lorea","I had to return these because even on the highest volume, they were way too quiet. I could barely hear my podcasts or YouTube videos that sounded perfectly fine on my other cheaper headphones.","Reviewed in the United States on 26 August 2023","Not loud enough","2.0 out of 5 stars","","0",
"R1NW3KPBGQ5G38","Jay","I rarely used these earbuds, mainly for working out or when im cooking. But lately ive noticed that the sound quality sounded like i was listening to background radio static. Then just a few minutes before i wrote thid the earbuds started emitting this high pitched ringing directly into my ears. I think ill be fine but my ears have been ringing for like 4 minutes now so yeah...thats fun. Never buying these again.","Reviewed in the United States on 24 August 2023","I might be deaf in one ear now","2.0 out of 5 stars","","0",
"R5PBPLB4SBVK2","Alison L White","These are the SECOND pair of Galaxy buds that worked... until they didn't!! They seem to work just long enough to last through the warranty period, then they crap out. They have a known issue with the volume on one side going out of balance and they can't/won't fix it. Good luck trying to get satisfaction from Samsung. They try to bait and switch to get you to upgrade. Good luck trying to get anything from Amazon! They send you to the other one and do their best to avoid any responsibility! A very unsatisfactory experience.","Reviewed in the United States on 22 August 2023","Stopped Working","2.0 out of 5 stars","","0",
"R30YT3DB2DDPEI","Amazon Customer","The product itself is built well. As it says it comes with 3 different sizes of cuff for the inner ear. The set up was easy! It took a little time to get the correct fit out of the 3 sizes but the app has a test to tell you if the fit is good or poor, so this gives you a sense of security once it advises you that you have achieved a good fit! The sound was awesome! But low and behold I could not get them to stay in my ears. And I wasn't even doing an excessive workout, an upright stationary bike. My husband had the se issue! Only his fell in a place he opted not to retrieve. This product would be great if you could keep it in your ears. Even changing sizes made no difference. Disappointing.","Reviewed in Canada on 15 August 2023","You get a good fit, and then you don't","2.0 out of 5 stars","","0",
"RGOUC5AADTIEU","James r Lewis","They sound good but the jump out your ear after 15 to 30 minutes of wearing them they will not stay in your ear I will never buy these again","Reviewed in the United States on 14 August 2023","These earbud sound good","2.0 out of 5 stars","","0",
"R3LTMTOXN0S2LD","Christopher","They sounded great. 10 days in the right ear bud stopped working in the middle of a song. Tried all the coming troubleshooting techniques. Nothing. Warranty is providing free shipping to get it fixed.","Reviewed in the United States on 12 August 2023","Stopped working in 10 days","2.0 out of 5 stars","","0",
"R3HXGXIZ7GEB7D","Amazon Customer","This has a great sound BUT the earpieces are constantly slipping out of my ears. The finish is very smooth and slippery. Also the touch controls are WAY too sensitive, you cannot touch the bud at all without stopping skipping or rewinding the music. It is overall very inconvenient to use. I am returning.","Reviewed in the United States on 9 August 2023","Good sound, terrible ergonomics","2.0 out of 5 stars","","0",
"R21NA8ON0HMDDJ","Cheri Fuqua","The buds are to large for my ear canal.When listening to music, the audio is good. When having a conversation it's very distorted.","Reviewed in the United States on 7 August 2023","size of buds","2.0 out of 5 stars","","0",
"R3O6CFEOOS530W","Kayla","I’ve had these for about a week now and use them a lot. My gripes are that they fall out very easily, after about an hour the silicone starts to feel like it’s cutting the inside of your ear. I can’t pinpoint what it is, it does it on all 3 sizes they provide. On one bud the play/pause touch sensor is way too sensitive, and on the other you can hardly get it to work. Sometimes when I have both in at the same time they’re playing at different times so it echoes. The only thing I like about these is the case is really nice. I bought these because Samsung is a household name, but I’d look into getting Sony or Bose. I really don’t like these :(","Reviewed in the United States on 22 July 2023","I would buy something else","2.0 out of 5 stars","","0",
"RDCIS9ZPH9W6O","Amazon Customer","These earbuds fall out even while sitting still. Noise cancelling works great and the music sounds nice but it only lasts a few minutes until ejecting itself from your ear canals.","Reviewed in the United States on 12 July 2023","Won't stay in","2.0 out of 5 stars","","0",
"R1RCBDY86VHG7N","Shinonoz","Great bass and noise canceling for listening experience only but useless when it comes to speaking on the phone. It makes your voice sound like you have a cold and the person on the other side can barely hear my voice.","Reviewed in the United States on 12 July 2023","Only great for using when listening to music","2.0 out of 5 stars","","0",
"R1DAMCWBXQP0AI","El Dudarino","The left earbud produced about 20% of the volume of the right. Additionally there was horrible feedback, a kind or high pitched screech, coming from that ear as well. The second star is because the responsiveness was great and the Bluetooth never stuttered in its connection. All in all though, I had to return them.","Reviewed in the United States on 11 July 2023","Uneven sound, horrible feedback","2.0 out of 5 stars","","0",
"RD8UCZRP1775Q","Scott Webster","My earbuds came in a timely manner but when I opened the packaging the earbuds box was open and every piece just rolling around loose. The Samsung box itself looks to have grease all over it and the directions are all in Vietnamese.","Reviewed in the United States on 10 July 2023","Terrible packaging","2.0 out of 5 stars","https://m.media-amazon.com/images/I/51EDqmqsyML.jpg","0",
"R27QRAF806FYBJ","Noah Vens","Buds are cheap feeling and very uncomfortable. The fit is bad with any size ear piece and falls out constantly. The touch controls are finicky and had connection issues with my phone","Reviewed in Canada on 14 June 2023","Save your money","2.0 out of 5 stars","","0",
"R5OX5N40B58XX","Danilo Saczewiczyk","Bought the with high expectations and my last generation iPad do not recognize them nor does my dell laptop.At first my iPhone didn’t either and then suddenly they did. It had no manual, no buttons nothing I could troubleshoot.","Reviewed in the United States on 13 June 2023","Beware Apple users","2.0 out of 5 stars","","0",
"R3PB8FI2X7OD6S","Rich PFC","I personally found them painful to wear. First time I wore them, they fell out on my dinner plate. They look stunning and the quality is top  tier, but I've had 20 dollar buds they've felt better.","Reviewed in the United States on 4 June 2023","Painful.","2.0 out of 5 stars","","0",
"R2OUQL7BE8Y9KR","Kathleen","I feel so bad for saying this because I have everything samsung but these are horrible. I would not recommend these. I actually went back to my $10.00 earphones from Giant Tiger!","Reviewed in Canada on 26 May 2023","Love Samsung, HATE these","2.0 out of 5 stars","","0",
"R2871Q8Y83FJIT","Kaya Schupp","I liked the sound quality and the way they fit in my ear, but the way the tip is designed, they don't stay in for long periods of use which is annoying. I only had them for a few weeks before the audio quality in the left bud got terrible so I stopped using it for a couple days and once I went to use it again it didn't work at all. The right earbud is fine but the slipping out is worse now since I can't just switch earbuds when one is slipping. The battery life is pretty good though.","Reviewed in the United States on 25 May 2023","One bud stopped working after a few weeks","2.0 out of 5 stars","","0",
"R11HFGI7JP3RO1","Seth goodrow","These just aren't loud enough for me.  They're cheap.","Reviewed in the United States on 8 May 2023","Weak sound quality","2.0 out of 5 stars","","0",
"R1FNRDF72JB8JL","Book Lover!","I was so excited to get these for the sole purpose of the ambient sound... well it never works! Every time I try to set the feature, it says that I need to have both earbuds in. I always have them both in but it is not recognized. I have reset the buds and it will work for a few minutes then it goes away again. I'm very disappointed. It would have been a 5 star if it worked all the time.","Reviewed in the United States on 30 April 2023","Not so great","2.0 out of 5 stars","","0",
"R21H31T6OADHQN","Terrena","The charge on the earbuds is horrible. I would be happy if the charge last 4 straight hours.","Reviewed in the United States on 21 April 2023","Not good","2.0 out of 5 stars","","0",
"RHP9JCXWZ8P6A","Mel ","I originally had the samsung earbuds that had come out the year prior to these and honestly i liked those better.These particular earbuds continue to fall out of my ear and they cut off for no reason .... the noise canceling on these were awesome tho but thats about it","Reviewed in the United States on 13 April 2023","Defective","2.0 out of 5 stars","","0",
"R8I56PFFMT7XG","D'Angelo N.","I loved my OG buds but the battery started dying. I grabbed the new fancy model, but unfortunately they almost immediately started having problems.The left ear sound quality dropped drastically that it was almost impossible to hear from it.After the right finally dies it started making a high pitched noise whenever you use it.Assuming the issues were power related I let them both die completely and afterwards let them fully charge before using them again. For no reason apparently because the issues stayed.","Reviewed in the United States on 2 April 2023","Great until they aren’t","2.0 out of 5 stars","","0",
"R3G96LID8MPY1R","Thamara M. Esteves","Just what I was looking for in  sound. My buds life sound is not great anymore. But this ones they slide out of my ears, did not like that.","Reviewed in the United States on 25 March 2023","Great Sound","2.0 out of 5 stars","","0",
"RZ8P0ZLW898X3","Sid","Didn't sound good because I could not get a good fit. The fit would change with movement.","Reviewed in the United States on 16 March 2023","Did not fit my ears.","2.0 out of 5 stars","","0",
"R2HXKGQE4YG3J8","William E. Densmore","While they talk of IOS capabilities in their description, I never did get them connected to my I-phone 10. I suppose if I were to buy extra software, etc., I might have managed something but, from what other reviewers have said, features of the buds would have been lost in any case. I am returning these despite the look and comfort.","Reviewed in the United States on 12 March 2023","A bit of false advertising.","2.0 out of 5 stars","","0",
"R8XNPRD3CF1TX","Dana Laws","Worked great at first then one side kept cutting in and out now they don't work at all. I contacted Amazon but it was 2 weeks past my return date and they couldn't help me. These were a Christmas gift for my husband and now they are useless.","Reviewed in the United States on 25 February 2023","Stopped working","2.0 out of 5 stars","","0",
"R30CKDU95Y0N4R","robert","I have more than one pair of these and in comparison these are like Walmart version","Reviewed in the United States on 20 February 2023","Didn't sound as good as the other pair","2.0 out of 5 stars","","0",
"R2L62QYP9YZJNV","Dave","Replacing the buds with smaller ear pieces was difficult. Main issue was the left ear bud failed after less than 8 hours of use. I had to return them.","Reviewed in the United States on 17 February 2023","Only half worked","2.0 out of 5 stars","","0",
"RJ30TKQ5IV2ME","WA","They keep falling out with all the different rubber ends.","Reviewed in the United States on 1 February 2023","Ok","2.0 out of 5 stars","","0",
"R2GEEU6A738J9F","Mahogany","I dislike that the noise cancelation doesn't always work for some reason the sound just seems to get distorted a lot when I'm on a call. The battery dies really fast and the earbuds always fall out my ear even when the app says good fit so disappointing","Reviewed in the United States on 31 January 2023","Not great","2.0 out of 5 stars","","0",
"R3DO58RAFVT6W8","justin laursen","HIGH PITCHED SCREECHING, HIGH PITCHED SCREECHING, HIGH PITCHED SCREECHING, HIGH PITCHED SCREECHING, HIGH PITCHED SCREECHING, need I say more?I've only got this problem with my right bud when trying to consume media, so maybe it's just a me thing? Either way, my disappointment is immeserable and my day is ruined. For buds that are over the 100 dollar mark if expect better sound quality but it's just very narrow, not as sparkly or full feeling as a pair of KZ's (which you can find for as little as $30).The ANC is fine but mediocre at best if I'm honest, background noise will 100% be detachable when not consuming media.The only reason I'm giving 2 stars as opposed to 1 is the size, these are very good and can even be used for sleep if your ears are big enough. The case is also a good size, and I really dig the build quality.With that being said, don't get these. I don't know how the battery is simply because I haven't used them long enough to know. If rather play music from my phone's built in speaker in a full bus than endure these any longer.","Reviewed in Canada on 24 January 2023","Unlistenable sound quality.","2.0 out of 5 stars","","0",
"R1O3QVAS11A1Q6","Marissa Velarde","Still useable but the L earbud drains twice as fast as the right. Not worth it.","Reviewed in the United States on 5 January 2023","Came in with L earbud draining faster than R earbud.","2.0 out of 5 stars","","0",
"RTM3IWBD4PDX3","Debra Ahern","Troubleshooting and Samsung tech support could not help . The right earbud wouldn't work.","Reviewed in the United States on 2 January 2023","One of them didn't work.","2.0 out of 5 stars","","0",
"R3EYXCE1D9IWYQ","Alex","I have owned these since for just over a year now and they finally gave up in the most ridiculous way.The case has very poor locking mechanism and the slightest drop (even from a 6 inch height) pops the case and the earphones fly right out.This is exactly what happened to me today and 1 earphone just ended up being stuck in a place where i can't pry it out. I'm by no means a clumsy person and I have other buds caes to compare this case too and I would say very poor design for the costGood sound but bad safety features on the case. Not sure if I will be buying a replacement.","Reviewed in Canada on 7 December 2022","Good sound, crappy case","2.0 out of 5 stars","","3",
"RBWCFNUGG9PHX","Kristina","I really wanted to like these but they keep falling out of my ear and yes I changed the ear piece hoping it would resolve the issue and nope. I almost lost them twice because ether fell out once while I was cleaning into my sink and another time while I was in the street. I wasn't doing any kind of crazy activity. Samsung I really think you could do better or even make adapters to go over the ear to secure them.","Reviewed in the United States on 6 December 2022","Doesn't stay in ear","2.0 out of 5 stars","","0",
"R2YS8DZDIWZYCO","PFK1001","I got these after my Buds #1 went for a ride in the washing machine. The sound is good. But where-as the first pair fit nicely in my ears, the newer model seems to slip out easily, even after adjusting the tips. They have no fins like the first model. They're also completely smooth, like pebbles, making them hard to grasp and manipulate. So I drop them frequently. I returned them.","Reviewed in Canada on 5 December 2022","Worse than the first model. Returned.","2.0 out of 5 stars","","3",
"R1PA3SN6Q2KU89","Micah","Undesirable quality for a gift","Reviewed in Canada on 1 December 2022","Damaged case","2.0 out of 5 stars","https://m.media-amazon.com/images/I/51Woo7eJU7L.jpg","0",
"R1RE25TKOVPK8T","Lee Brooks","Unfortunately they sound great but they keep cutting out. Annoying but I surpassed the time frame for a refund.","Reviewed in the United States on 22 November 2022","They keep cutting out.","2.0 out of 5 stars","","0",
"R2BF2723VVBHUA","Mike M.","I have had these for about 4 months. Recently the right bud has serious volume issues. I can have the volume cranked and I can barely hear anything. Cleaning and switching ears around shows me it's the device not my hearing.It a shame because otherwise I was very happy with them .","Reviewed in Canada on 20 November 2022","Do not last","2.0 out of 5 stars","","0",
"R6H8UHGH2RHUN","Amazon Customer","I have the original Samsung white buds and these ""international ones"" the original buds cancels noise way better and the ambient sound is also not as impressive like the originals. I would have coughed the extra bucks for the regular ones if I knew it wasn't going to be the same quality.. I got these because my original ones battery life isn't lasting as long as they used to","Reviewed in the United States on 2 November 2022","Not as good as the original","2.0 out of 5 stars","","0",
"R2CC4JXP9L60YG","Tay Wills","Nothing bad to say. They're great!! Exceeded expectations!Came back to update on 12/13/22..the left ear bud now has minimal sound. And they are very uncomfortable to wear. Not enough cushion and with every little movement, they are constantly falling out so you have to readjust them. So went from 5 stars to 2.","Reviewed in the United States on 25 October 2022","Just like new","2.0 out of 5 stars","","0",
"R1FRX2CVX4YCNN","Rocky Severino","Everyone I talk to on the phone says they're having trouble hearing me. I wouldn't recommend which is a shame because it does everything else well","Reviewed in the United States on 10 October 2022","Bad for phone calls","2.0 out of 5 stars","","0",
"R2DSROHDG5WSAJ","Kindle Customer","the ear buds stopped working in 9 months. Not worth the money","Reviewed in the United States on 19 September 2022","stopped working in 9 months","2.0 out of 5 stars","","0",
"R3OM2MQ6HPS206","Parksparker","Sadly my much loved and much used Buds+ died and I replaced them with the Buds2, newer version bound to be much better right?  Wrong! The audio quality when listening is very good however when on calls it is awful.  People complain they cannot hear me and hear a lot of interference.  They don't appear to have much range from my phone which is frustrating when I just want to nip upstairs!  They also don't have the functionality to pause when a bud is removed which is disappointing as my old ones did, I listen to audio books a lot and this really bugs me!  I so wish I could get my old ones repaired.","Reviewed in the United Kingdom on 25 July 2022","I much preferred my Buds+","2.0 out of 5 stars","","0",
"R1V7SNEINIV6BF","DC","Constantly falling out of my ear regardless of which earplug covers I use.  If I smile, laugh, or open my mouth  -- the Buds fall out of my ear.  Disappointing.  My ears hurt from constantly trying to put them back in.  I constantly try to adjust them while speaking on a call; and often disconnect the call while trying to prevent them from falling out!","Reviewed in the United States on 27 June 2022","Falls out of ear constantly!","2.0 out of 5 stars","","2",
"R1I81666KPZTPS","Swin Banor","After initially purchasing a couple cheap brand versions, I moved to the Galaxy Buds line for the past few years. I was happy with the first version Buds and Buds Plus. I took a chance with Buds 2 and this one feels like the cheap $30 off brands. In fact, I don’t get a real battery read. Random pinging happens without any reason. And because of my cauliflower ears, they fall out easily compared to the Buds with rubber on it which would stay all day.","Reviewed in the United States on 22 May 2022","This version feels like the cheap brands","2.0 out of 5 stars","","0",
"R2HWWC9X8HHV5I","Nick Siren","Poor sound quality and seller only offers you to return the product to Samsung. Left ear bud has low volume and has a crackle sound.Poor quality for the price you pay.","Reviewed in Canada on 23 March 2022","Left bud blown in 2 months","2.0 out of 5 stars","","0",
"R18TBOB9RJ6UL9","DP","Fine on a mobile phone with the Galaxy Wear App, quite bad on a laptop (Macbook Air) when connecting via Bluetooth. Super disappointing for such an expensive pair of buds.","Reviewed in Canada on 17 January 2022","Started great but immediately declined in quality.","2.0 out of 5 stars","","0",
"R1CN3N5KLSRODQ","Gabriela","Non existent noise cancelation. Average sound quality. Wrong color was sent, which happens to be a discounted color... But it's not worth the trouble and extra few days wait.","Reviewed in the United States on 23 November 2023","Meh.","3.0 out of 5 stars","","0",
"RT213UK5QY1ZI","DTM","Buen sonido, pero a los pocos días empezaron a presentarse ruidos extraños. Tengo dudas de su calidad","Reviewed in the United States on 21 November 2023","Bonitos pero...","3.0 out of 5 stars","","0",
"R34SYRQBPSEDBT","Will","I've used buds live since they're inception.  Thought there would be as good in the volume and bass department.  Buds live is a 5, these a 3. If it's to loud,  you're to old.","Reviewed in the United States on 18 November 2023","Volume","3.0 out of 5 stars","","0",
"RFGCH93B1GVE2","Chew Bacca","Pros: Decent battery life, good volume, good sound, and good anc.Cons: I have normal sized ears but these headphones constantly fall off when I'm in the gym or do any facial movements like smiling/laughing. Having to constantly re adjust them is really annoying especially since the entire bud is touch sensitive so you might accidentally play or pause music.","Reviewed in the United States on 17 November 2023","Good audio and anx, terrible stability for anyone whose active.","3.0 out of 5 stars","","0",
"RLTTRRP1ET4XC","Mark Hill Jr.","Excellent sound quality, unfortunately they kept falling out of my ears.","Reviewed in the United States on 16 November 2023","They didn't fit my ears","3.0 out of 5 stars","","0",
"R3AXD7F5LDI2I6","P.","Its microphone is around the 40 cad(35usd) range.So for it's price it is worthless.Don't do it often (and definitely don't do it with things which I have worn) but I have sent it back, and I would recommend against.","Reviewed in Canada on 11 November 2023","Mic is worthless","3.0 out of 5 stars","","0",
"R6GS64WFC6HB","E P","This is the second pair of samsung earbuds I've bought and they both died in the same way.  One day one of the ear buds just got really quiet, and then slowly got quieter and quieter until there was no sound  at all. Good well they latest I suppose, but I won't be buying them again.","Reviewed in Canada on 7 November 2023","lasted about 8 months","3.0 out of 5 stars","","0",
"R1ONICLD3DPSKO","Fried Eagle","They kept falling out of my ear while i am riding a bike. Sound quality good; but, not as good as my Bose Quiet Comfort II.","Reviewed in the United States on 2 November 2023","Samsung Galaxy Ear Buds 2","3.0 out of 5 stars","","0",
"R1EVCMNDO7HSVJ","Caitlyn","The sound quality and the usual features were fine. Product is a good product.Had issues with the shape.  Could be my ear,  but they kept falling out whenever I did any activityThe shape of the previous model was better","Reviewed in the United States on 28 October 2023","Didn't work for me","3.0 out of 5 stars","","0",
"R2EW6EAFX8PUTK","Henrry Nicolas","it sound fail sometimes when is playn music like a interference sound, is awful.","Reviewed in the United States on 19 October 2023","it sound fail sometimes when is playn music like a interference sound","3.0 out of 5 stars","","0",
"R1WMVIVD77TAQD","Santiago Martínez Castilla","después de dos meses de uso, empezaron a hacer ruidos agudos insoportables. ya no los puedo usar","Reviewed in the United States on 17 October 2023","después de dos meses de uso, empezaron a hacer ruidos agudos insoportables. ya no los puedo usar","3.0 out of 5 stars","","0",
"RW9OWVC1YYXXJ","James W. Joseph","Nice sound quality.  Haven't been able to really discern noise cancellation just yet.  But when prompted to load the Galaxy Buds app on your phone, you'll find it won't recognize your Bluetooth connection, meaning the things like battery life, etc. will be something you'll have to guess at.  Guess the lousy reviews were correct.","Reviewed in the United States on 8 October 2023","Love the sound quality.  But don't expect the software to work","3.0 out of 5 stars","https://m.media-amazon.com/images/I/51H2qpP5yKL.jpg","0",
"RX5DYXKXM1HHI","Cilith","The noise cancelling doesn't really work.","Reviewed in the United States on 7 October 2023","Ok but there are way better options at a cheaper price on this site.","3.0 out of 5 stars","","0",
"R1JV5HXYQTMRVX","Pierre Nikitopoulos","j'en ai acheté un pour moi et ma femme et les deux on trouve tout parfait sauf le microet ils tombent en permanence des oreilles","Reviewed in Canada on 4 October 2023","le micro :/ on ne me comprend jamais","3.0 out of 5 stars","","0",
"R1L8LK4R6NV33F","Ty D","I had the true buds prior to these and didn't have as near as many connection issues as these. The battery life don't seem that long either.  These get about 3 hours roughly.","Reviewed in the United States on 3 October 2023","Difficulty Connecting","3.0 out of 5 stars","","0",
"R5MMAZY717RHP","Barry","Good sound when they worked but after 4 months the left bud doesn't work. I've had problems getting it to charge for the last couple of months, now it doesn't work at all. These are my 4th pair of Samsung buds and have definitely been the worst. Update, changed to 3 stars. Got them to charge but I have to charge 1 earbud at a time which is annoying","Reviewed in the United States on 2 October 2023","Alright I guess","3.0 out of 5 stars","","0",
"R2LUYBYZCPVP2A","Kay","They have great sound quality but repeatedly falls out which is very annoying and causes me not to want to use them.","Reviewed in the United States on 27 September 2023","Great sound but won't stay in ear","3.0 out of 5 stars","","0",
"R3M8HMLHH0ZF6U","RAM YADAV","Range is as long as described, left side became faulty after 3 month use.","Reviewed in the United States on 27 September 2023","Range is as long as described","3.0 out of 5 stars","","0",
"R3A69N346B9WGT","Boris Gerliani","Battery level of buds is different. When right one is died, left one has about 20%. I'm waiting for replacement","Reviewed in the United States on 19 September 2023","so bad","3.0 out of 5 stars","","0",
"R20KDFPC3FVTE6","stephanie rodriguez","Battery doesn’t last too long","Reviewed in the United States on 9 September 2023","Battery dies quickly","3.0 out of 5 stars","","0",
"RL0YRNVA5Q4K4","James","Works good for 2 months then breaks around third month","Reviewed in Canada on 8 September 2023","faulty product","3.0 out of 5 stars","","0",
"R3J079O3MMLRFS","Dwayne pearase","They sound real good but they keep falling out when I walk so that's why I returned them and got a better ones","Reviewed in Canada on 8 September 2023","Quality","3.0 out of 5 stars","","0",
"RMCVDG74LCPRQ","D","Originally I quite enjoyed these ear buds. The quality is good, and the fit is great in my ear. However the battery life is pretty awful, I don't even get 4 hours out of a fully charged bud sometimes. I'm pretty bummed, as I was excited to finally get galaxy buds but I suppose that's why they're affordable.","Reviewed in the United States on 6 September 2023","Battery life is poor","3.0 out of 5 stars","","0",
"R2GJ1QZLMPMGPR","Donald ward","the buds are great.....  they sync well with all of my devices but, my main and only complaint is that they will not stay in my ears unless I am standing or sitting  upright.  there is no way for them to lock in you ear like the other pair I had.  That being said I hope they address this issue soon....I am sure that I am not the only one with this problem.  if they fix this i will give them 5 stars","Reviewed in the United States on 2 September 2023","that they are not a sports active set of earbuds","3.0 out of 5 stars","","3",
