"id","profileName","text","date","title","rating","images","helpful","variant:colour"
"R2E80CE3NVHMFX","jj","Quelle déception, comment gâcher la meilleure annulation de bruit (de très loin) et la meilleure tenue dans les oreilles par un boitier qui est tout bonnement nul, lamentable et anti ergonomique !- Le boitier est impossible à ouvrir d'une main et très difficile à ouvrir avec 2 mains ! A se demander si quelqu'un chez bose l'a essayé ou s'ils s'en foutent. C'est tellement un problème que c'est incompréhensible- Le contact des écouteurs dans la boite est aléatoire, certaines fois un des écouteur ne se recharge pas mais on ne le voit pas car le boitier refermé ne permet pas de voir si il y a bien recharge...L'appli Android est anti ergonomique. Il faut installer bose musique ?!?!?! et pas bose connect. Impossible de savoir facilement si les écouteurs sont à jour, ergonomie à chi... visiblement bose s'en fout ou est sur IOSC'est triste quand je vois comment mes Sony sont excellents sur ces points (mais très très très mauvais sur l'annulation du bruit et désagréables dans l'oreille).En conclusion une annulation du bruit parfaite, le micro en environnement bruyant très bon, un confort dans l'oreille assez bon, un son flatteur mais peu précis et le reste boitier, appli, ergonomie catastrophiques.Au prix des bose, mes écouteurs chinois à 22€ sont une bien meilleure affaire. Mes Sony et mes Jabra aussi mais l'annulation de bruit dans les transport est malheureusement ma priorité. Je suis juste furieux contre bose de gâcher mon expérience pour ce qui devrait être des détails.","Reviewed in France on 26 January 2021","Comment gacher une très bonne réduction de bruit avec un boitier et une appli lamentables","2.0 out of 5 stars","","3","Triple Black"
"R130M7LUI3VWAA","Josh B","Part 1 - Quality Control issues: I ordered these headphones about a week ago, they came two days later as prime does. I noticed a crack on the right earbud a couple days later and got a replacement sent. Mind you, I waited to ship them so I wouldn't get the same set back. When the new pair arrived, the first thing I did was check to see if they had a crack in them. They had the same crack on the right earpiece. Now Amazon won't send another replacement so I need to return and reorder.Part 2 - Headphones Themselves: These headphones sound absolutely fantastic. The same Bose sound we all know and love, with a little more mid and high end for more clarity on vocals and punch. These headphones sound outstanding. The ANC is fantastic, especially for a pair of in-ears. You can control how much you'd like in the app. Around 50-60% is what you'd expect with their older in ear models with just a tight passive fit, 0% is basically an ambient mode, so you can still hear everything around you, so long as your volume is below 60%, and 100% on the ANC slider cancels out anything that isn't an abrupt and extremely loud noise. Think metal clashing with great force about three feet away.All in all, these headphones are fantastic. But I do not want my brand new headphones to have a noticeable crack in them. Hopefully my next pair will not have this, or I'll have to try something else.","Reviewed in the United States on 13 August 2021","Great sound and comfortable, horrible QC","2.0 out of 5 stars","","0","Soapstone"
"R2EV3C1YC2JIR1","Richard Persaud","For such a big makers of named speakers the product and build is great ^ the noise cancelling is one of the best but I am some what very very very disappointed that one of the best makers in the world for speakers the lack of volume is a big big disappointment and if your looking for something loud this is not one to go for and at the price you wonder that your only paying for the brand. The features and handling and fitment is good once setup to suit your preferences but if your looking for sound quality I believe the lack of volume is a disappointment and a volume booster app more than likely a must & if I had the choice to buy again I think I would rather spend my money on one of the others as features although great the lack of sound dosnt do these any favours and your paying really for the make..........","Reviewed in the United Kingdom on 16 August 2022","Volume","2.0 out of 5 stars","","5","Triple Black"
"R29OFCE2IRXRQL","Michael G.","Ich bin ein Riesen-Fan des Quiet Comfort 35 II (nutze ihn seit fast 4 Jahren täglich) und war daher sehr gespannt auf die neuen In-Ears mit Noise Cancelling.Leider waren meine Erwartungen wohl doch zu hoch, die Teile gehen wieder zurück.1. Klang / Passform:Der Klang ist stark vom Sitz abhängig und dieser ist wiederum von den mitgelieferten Einsätzen abhängig. Bei mir zumindest passte keiner der drei. Die Dinger klemmten entweder oder fielen mir aus dem Ohr. Schade.2. Bedienung / App:Die Bedienung ist unübersichtlich und die App hilft dabei nicht.- Die Doppel-Taps aufs Ohr muss man recht kräftig machen. Dadurch sind diese sehr laut und tun fast weh.- Das ""Finger-auf-Earbud-legen-und-warten"" wiederum wird sehr häufig erkannt. Auch dann, wenn man die Teile gerade einsetzt oder eine Mütze aufhat. Beim Rumprobieren der Einsätze habe ich ständig Siri ausgelöst. Dies ist auch in der App nicht abschaltbar. Nervig.- Das ""Streichen-um-Lautstärke-zu-verändern"" ist unzuverlässig und sehr grob. Achtung: Da kann man sich schon mal sehr lauten Pegel ins Ohr blasen.- Man braucht zwingend die neue ""Bose Music"" App. Mit der alten ""Bose Connect"" kommt man nicht weiter. Außerdem braucht man ein Bose-Konto.- Ein Schmunzler beim Einrichten: Um mit Hilfe der Handy-App ein zweites Gerät mit den Earbuds zu verbinden, muss man die Bluetooth-Verbindung mit dem Handy erst trennen. Logischerweise kann man dann die App dann nicht mehr benutzen; man hat die Verbindung zu den Earbuds ja gerade getrennt.3. Latenz:Verbindet man die Earbuds mit einem Mac und will einen Film schauen, erlebt man eine böse Überraschung: Der Ton ist um ca. 300 msec verzögert. Lippenbewegungen und Sprache passen also nicht mehr zusammen. Filmgenuss ist so kaum mehr möglich.Schade, aber für diesen Preis hatte ich mehr erwartet.","Reviewed in Germany on 10 January 2021","Hätte mehr erwartet","2.0 out of 5 stars","","5","Soapstone"
"R1CO0KHJ57JZX9","AirNelson","I am on the phone 3-4 hours a day in a noisy office environment so I purchased them for work hoping they would provide better noise cancelling than my AirPod Pro's. The overall noise cancelling is on par with the AirPod Pro's except it does not block deep voices as well. It is far better than the AirPods with high frequency noises and a bit better with the drone of an airplane while sitting in the back row. I will either be returning them or selling them for the following reasons: 1) Slow to pair with my iPhone 7 when removed from the case. 2) When they do pair, one side goes 'ding' and then the other. Left and Right do not connect at the same time. 3) They do not unpair from the iPhone 7 when reinstalled to the case. (I have to turn Bluetooth off) 4) The most annoying thing of all, the volume of getting a text or email is extremely loud and does not change with ringer volume and I cannot find any way to turn it down.I have had several Bose over the ear headphones over the years, as they are a great product, but Bose needs to refine these QuietComfort Noise Cancelling Earbuds so the interactive experience is similar to the AirPod Pros. If already have the AirPods and an iPhone, I would not recommend these as a replacement.","Reviewed in the United States on 16 November 2021","Great noise cancelling, but not for the office","2.0 out of 5 stars","","3","Triple Black"
"R2GSN2QFE47SQX","David.L","I bought this product because it was a high end product that offered seemless use across different devices as advertised online. This product doesn't offer that.I have been using the buds pro which are much smaller and offer equally good sound and noise cancelling, but I wanted to try something new.For a product that costs £170 you would expect basically to be much better such as use seemless use with a laptop. Voice updates that doesn't sound like a beta from a 1998 Windows programme.I refunded this product sharpish and will continue with the buds pro. Poor show Bose.","Reviewed in the United Kingdom on 15 January 2023","Awful product","2.0 out of 5 stars","","2","Triple Black"
"R2N0942TVBE8VJ","Antonio","El costo de estos audífonos no vale por la calidad que traen, son un plástico nada cómodo al tacto, trae tecnología que puedes controlar al tacto de los audífonos como subir, bajar volumen, pausar, pero es muy sensible y muy seguido se confunde entre pausar canción o activar el asistente de voz, lo único que queda es desactivarle las funciones táctiles…En cuanto a comodidad en el oído, en lo personal no me funciono porque el eartip mas pequeño que trae es de 25mm, a mi ese aún me queda un poco grande, en la página oficial de Bose existe un artículo que se llama Eartips+, que son un paquete de Eartips (gomitas que van al oído) en otros tamaños, uno más pequeño (size 0), tamaño medio (1+) y grande (2+). Lamentablemente este artículo solo se vende en USA y no puedo adquirirlo en mi país, tenía contemplado quedarme los audífonos y en algún momento intentar que se acomodara de la manera correcta una vez que tuviera ese size 0 en los eartips, pero el conseguirlos será un lío y por eso decidí regresar el producto.En cuestión a la calidad de audio, tenía la idea de que sonarían mejor comparado con sus artículos pasados como los earbuds sport, pero es lo mismo, la única diferencia es la cancelación de ruido que si es de reconocer es buena, pero lo que es bajos, graves es muy normal, por el precio se puede conseguir unos audífonos con mejor calidad de audio, hablo de skullcandy, algún modelo senheizzer que te aportaran un sonido mucho mejor.","Reviewed in Mexico on 13 October 2022","Es un producto comercial calidad-precio no cumple expectativas","2.0 out of 5 stars","","0","Soapstone"
"RD17ES9B8HX41","Nishant","I evaluated this by comparing with apple airpods 3 gen. I found the audio quality of bose to be superior than apple airpods. They are also a lot more comfortable in my ears for long duration. Their touch based control is decent. Its not very accurate, but far more easier to use than airpods button based controls. However, call quality of bose is not good at all in terms of noice cancellation at the speaker end. So if your primary requirement is taking calls, consider  airpods.","Reviewed in the Netherlands on 14 September 2022","Audio quality is amazing. Very comfortable in ears. Mic is not good.","3.0 out of 5 stars","","0","Triple Black"
"R3KWSGOBE1TQ1P","Björn","Ich war auf der Suche nach neuen Bluetooth in ear Kopfhörern für meine Apple Watch, da ich bisher nur kabelgebundene Kopfhörer besitze. Die Kopfhörer sollten mobil sein um mich auf dem Weg zur Arbeit und beim Sport zu begleiten.Aus diesem Grund habe ich mir 4 Modelle bestellt:Bowers & Wilkins PI4Sennheiser Momentum True Wireless 2Sony WF-1000XM3Perfekt war keiner davon, ich schreibe mal meine Pros und Cons im Vergleich zu den jeweils anderen Drei auf:Bowers & Wilkins PI4+ Sehr gute Tonqualität mit dem besten Bass+ Höchste mögliche Lautstärke und dabei komplett verzerrungsfrei+ Sehr bequem (wenn man die StayHear+ oder die StayHear Ultra Silikonaufsetze verwendet, die super passen, dann genauso bequem wie die Bose. Die StayHear+ sind bequemer, die StayHear Ultra haben eine etwas bessere passive Geräuschdämmung)+ Können nicht verloren gehen, da mit Nackenband. Man muss auch nichts in den Hosentaschen mit herumtragen, da die Kopfhörer um den Nacken hängen.+ Multipair mit bis zu 2 Geräten gleichzeitig+ Kabelnutzung über USB. Schließt man die Kopfhörer zum Laden an den USB Port eines PCs an, kann man das PC Audio über Kabel an den Kopfhörern wiedergeben.+ Nutzung während des Ladens+ Sehr hochwertige Materialien und Verarbeitung. Alles aus Metall und hochwertigem Gummi.+ Besitzt die größten Treiber (14,2mm)+ Sehr gute passive Dämmung+ Haptische Bedienungsknöpfe+ Sehr angenehme integrierte Stimme beim Wechseln der ANC Modi+ Halten sehr gut im Ohr- Berührung der Kabel erzeugen ein Geräusch in den Kopfhörern- Kabel etwas lang, so dass sie nach vorne abstehen- ANC nicht das Beste, aber durchaus nützlich- Mikrofon sehr leise beim Telefonieren oder bei Sprachaufnahmen- Ohren fühlen sich geschlossen an- Kein Equalizer+- Bluetooth Verbindung braucht anscheinend viel CPU Leistung vom Handy. Wenn mein Handy überfordert ist, weil es gerade eine Website lädt und ich schon nach unten wische wie ein verrückter, dann hängt die Verbindung. Zuerst dachte ich, es läge allgemein an der Verbindung, aber ich konnte den Fall immer wieder rekonstruieren. Hier ist also eher die Leistung des Handys/der Smartwatch das Problem+- Die Musik spielt eher im Kopf als außerhalb+- Die Differenzierung der einzelnen Töne/Instrumente ist nicht perfekt, aber immer noch sehr gutBose QC Earbuds+ ANC ist der Hammer!+ Die Bequemsten die es gibt (noch minimal bequemer als die B&W PI4 mit den StayHear+ Aufsetzen)+ Bass regelt sich automatisch nach Lautstärke (so hört man bei sehr leiser Wiedergabe auch noch Bass)++ Halten sehr gut im Ohr- Differenzierung einzelner Töne/Instrumente Fließt eher alles zusammen, vor allem wenn viel auf einmal spielt-  ANC lässt sich nicht deaktivieren!!! Stellt man das ANC runter, dann wird automatisch das Pass Through hochgestellt. Ein no go bei Wind/Joggen/Fahrradfahren, da ich hier immer, egal bei welcher Einstellung ein starkes Rauschen habe.- Schreckliche Computerstimme bei Connect/Disconnect- Sehr großes Ladecase (nicht für die Hosentasche)- Kein Equalizer- Verbindung nur mit einem Gerät gleichzeitig+- Insgesamt sehr gute Soundqualität, allerdings schlechter als die Mitbewerber+- Die Musik spielt eher im Kopf als außerhalb+- Mikrofonqualität ist okSennheiser Momentum True Wireless 2+ Bühne -> Die Musik kommt hier definitiv von außen, Die Kopfhörer erzeugen eine sehr gute Räumlichkeit+ Soundqualität ist super+ Die Differenzierung von Tönen/Instrumenten gelingt hier am Besten+ Sehr schönes Case+ Halten sehr gut im Ohr- Das ANC ist leider nicht sonderlich stark allerdings nützlich. Es ist stärker als bei den B&W PI4- Tragekomfort ist nicht perfekt, nach 1-2 Stunden konnte ich sie nicht mehr tragen, auch wenn sie anfangs garnicht zu spüren waren. Anders bei den Bose und B&W hier spürt man die Ohrhörer immer, aber sie werden nie unangenehm+- Die passive Geräuschdämmung ist nicht hoch, dadurch spürt man aber auch keine Dämpfung während des Tragens.+- Vorhandener Equalizer, allerdings nur grob, es gibt keinen Band-EqualizerSony WF-1000XM3- Hält nicht im Ohr, egal mit welchen Aufsätzen. Hier passen auch die Aufsätze von den Sennheisern drauf, welche dafür gesorgt haben, dass die Sennheiser sehr gut in meinen Ohren sitzen. Die Sony fallen allerdings auch mit den Sennheiser Aufsätzen nach dreimal Kopfschütteln raus.Aus diesem Grund konnte ich die Sony leider nicht weiter testenFazit:Aus Tragekomfort Gründen war letztlich nur noch die Entscheidung zwischen den Bose und den B&W zu fällen.Am liebsten hätte ich die Funktionen und den Bass der B&W in Kombination mit dem ANC (aber deaktivierbar) sowie dem Tragekomfort der Bose und der Differenziertheit sowie Bühne der Sennheiser gehabt.Auch der Preis ist in meine Entscheidung mit eingeflossen:B&W 120€ Amazon Warehouse sehr gutBose 220€ neuSennheiser 255€ neuWenn bei den Bose das ANC deaktivierbar gewesen wäre, hätte ich evtl. diese genommen, da das einfach der Hammer ist! So ist allerdings was das Gesamtpaket und vor allem auch den Preis angeht, der B&W PI4 für mich der Beste Kopfhörer aus dieser Auswahl. Für 300€ hätte ich ihn vermutlich nicht gekauft, dann hätte ich keinen der Kopfhörer genommen und entweder einen Over Ear oder erstmal weitere In Ears getestet. Für 120€ kann man hier aber definitiv nichts falsch machen und hat wunderbare Allround sport Kopfhörer, die man sogar stationär mit Kabel betreiben kann.","Reviewed in Germany on 2 February 2021","ANC nicht deaktivierbar! Vergleich Bose QC Earbuds - Sennheiser True Wireless 2 - B&W PI4","3.0 out of 5 stars","","7","Triple Black"
"R2Q9QT2B8QO4DE","Darek","Dźwięk na duży plus. Bardzo wygodne w noszeniu. ANC na bardzo dobrym poziomie. Największy minus to jednopunktowy bluetoth. Z automatu łączy się z telefonem i żeby połączyć z zegarkiem Fenix 6x trzeba wejść do aplikacji Bose i za każdym razem rozłączyć telefon. Drugi minus to brak blokowania sterowania dotykowego. Podczas biegu gdy opaska stała się wilgotna notorycznie przełączały się różne ustawienia w słuchawkach.","Reviewed in Poland on 23 April 2021","Nie do sportu","3.0 out of 5 stars","","2","Triple Black"
"R3NNZI2X4K2B6X","Amaki","In short, these have a decent sound signature for music, decent noise cancelling, good battery life, and are very comfortably made. However, the passive noise isolation is quite bad so it brings down the quality of the noise cancelling.Also for this price, they're lacking in some features like customizable touch controls and an in-app equalizer which I would've thought were basically guaranteed on pricey wireless earbuds like these.Pros-(1)- Quite comfortable. I fell asleep with them on and woke up without any pain in my ears.-(2)- The case is hard to open because it's locked close with a button latch. I consider this a good thing because I prefer my earbuds to be secure in their case.Neutrals-(3)- Noise cancelling is ""fairly"" good. These seem to cancel noises properly, but are let down by their somewhat lacking passive noise isolation (preventing noise through the earbud itself) so you can still hear louder noises directly through the earbuds even if they're technically ""cancelling"" it. When I used these during my transit via train, I could constantly hear the low rumble of the heater fans and the high-pitch whirring of the motors when the train sped up or slowed down.As a side note, the noise cancelling is decent at not picking up wind gusts, although medium/strong wind gusts still cause a small amount of noise.-(4)- The default sound signature is quite nice and it'll probably satisfy a lot of people, but there's something about it that's lacking ""fun"". It has good clarity in mids and highs without being too harsh, and the bass is there albeit a bit pulled back. My issue lies with how the sub-bass below the bass is so pulled back that there's basically no ""oomph"" to any song I listen to which has sub-bass.-(5)- So far I haven't had any issues with connectivity, even in the middle of downtown. The only connection issue I've had is that the earbuds sometimes stutter for ~1 second every now and then (but only once or twice a day) before reconnecting like nothing happened.Cons-(6)- The passive sound isolation is pretty weak. I mentioned this when I talked about how it makes the noise cancelling worse, but it also prevents you from listening to music at medium/high volume. This is because your music just bleeds right out and you become a nuisance to everyone around you.With how much sound gets past the noise cancelling because of the lacking passive noise isolation, you end up wanting to listen to music at a slightly higher volume to drown out the extra outside noise, but doing that makes your noise leak out to your surroundings. The lacking noise isolation just brings about a lose-lose situation.-(7)- These are missing so many basic music controls it's not even funny. The only 2 touch controls you have for music are double-tap right earbud for play/pause, and press-and-hold left earbud to go to the next track. This is LITERALLY all you get as touch options. Every other touch combination is for calls and phone helper stuff with no options to customize them whatsoever.I am most certainly not happy about this lack of customization for the touch controls. The touch controls should let me play/pause, skip to next/previous track, and volume +/- if I want them to. If touch controls are the reason for these limitations, I would've preferred the physical buttons like the ones on the Bose SoundSport Free.Edit (2022-10-02): I've heard the app apparently lets you customize the touch controls now, so that's good to hear. Too bad it wasn't like that on release.-(8)- There's no equalizer in the Bose app. Sure, the default sound signature is okay and you could argue for third-party equalizers, but why don't they give us a simple equalizer in the app for these pricey $350 earbuds?ConclusionPersonally, I wouldn't recommend these simply because the passive noise isolation is weak. These earbuds do get quite a bit done right, like comfort and sound, but the weak noise isolation takes it down quite a few ranks.[--A bit about these compared to Sony WF-1000XM3's--]Since I have the Sony WF-1000XM3's which are basically direct competitors to these, I'll just point out that the Sony WF-1000XM3's are cheaper and have all the extra features which these Bose don't have.For instance, you can customize almost all your touch controls on the Sony, and there's an in-app equalizer to adjust the sound to your taste.Where the Sony's lose out to the Bose is in terms of water protection and comfort/fit. The Sony's have the absolute stupidest design when it comes to comfort/fit with no ear wings to hold the earbuds in your ears, so these Bose are 500% better at staying in your ears comfortably.","Reviewed in Canada on 19 October 2020","These are pretty good, but the customization feels lacking for the price.","3.0 out of 5 stars","","142","Triple Black"
"R1Y223Z7IOZQG8","Gilbert Escobar","[Update 12/3] - They just added volume controls which is a really big deal. I'm leaving at 3 stars until they can add multi-point and because I discovered a super annoying ""feature"" that perhaps is only a problem with my pair. I've added it to my list of cons - Transparency Mode/ANC Level 0, Ouch my Ears!Disclosure: This review comes from someone that mainly listens to Hip Hop, Metal, Dubstep, or Reggaetón. So my standard for audio may differ from others.Also I will be comparing these to 4 other in-ear headphones.1. Bose SoundSport Wired In-Ear Headphones (Pictured far left)2. Google Pixel Buds (Pictured second from the left)3. Bose SoundSport Wireless (Pictured second from the right)4. AirPods Pro (not pictured)Let me start by saying that I want to give these a higher rating but 3 stars is how I honestly feel based on how they are priced and the gripes I have with them. My standards may be too high.PROS• Comfort. Just what you would expect from Bose. The new ear tips make them more comfortable than the  SoundSport Wireless and just as comfortable as the SoundSport Wired. They are also very secure and not as heavy as I was expecting despite their size.• ANC. The Noise Cancelling is top notch! Arguably better than AirPods Pro. The transparency mode/passthrough is also great when ANC is set to 0. But I would argue that it sounds a bit more natural on the Air Pods Pro. THIS IS WHAT YOU’RE PAYING FOR, and it’s almost worth it.• Sound. For me, the sound is far superior to the Air Pods Pro. They have way better bass and the sound signature is exactly what I’ve come to expect from Bose. They sound way better than Bose SoundSport Wireless and are on par if not better than SoundSport Wired. It really depends on the device you are connected to though. For some reason the buds sound way better (louder) on my Pixel 4a than my iPhone Xr. I’m not 100% sure why but my guess would be that the iPhone Xr only supports Bluetooth 5.0.• Charging. Qi Wireless and USBC charging make these feel modern and extremely convenient. Making them on par to the Pixel Buds and AirPods Pro• Touch controls. Really nice to have feature and I am glad its there. But the execution is lacking compared to Pixel Buds. So much so, it's almost a con. [Update] 12/3. These now have volume control straight from the Ear Buds!CONS• The case. It’s unreasonably large and only offers 12 additional hours of charge. Compared to the Pixel Buds and AirPods Pro, which offer a significantly smaller case and longer charge times, this is a bit embarrassing for Bose to not offer something competitive in this area for the price point. I also prefer a magnetic lid vs a push button.• Independent use/functionality. I can confirm that you can use either bud independently. But you lose functionality depending on which one you are using. The touch controls are almost on par to the Airpods Pro, with one exception, you can’t go back a track. However, the Bose QC earbuds really start to show their poor execution when you use the buds individually. If you take one of the earbuds out, the music will stop as anticipated. When you place the removed earbud in the case, the bud still on ear will make a sound like it’s powered off; however, when you play your media on your device, the sound will come through the earbud still in your ear, even if the other bud is in the case. This sounds cool and all until you realize that certain touch controls are assigned to only one bud or the other. Only using the left bud causes you to lose the ability to answer calls, play/pause music through touch controls because those features are assigned to the right bud only. Only using the right ear causes you to lose the ability to forward a song/hear battery level or toggle between 3 customizable ANC settings because those features are assigned to the left bud only. The Pixel Buds have the best touch controls by far, which allow you to use basically all the same controls on either bud, and allows you to lower and increase volume while the Bose QC earbuds do not. With that said, you can still accomplish all of the above through the Bose Music App. [Update] everything I've said about this is still true but I left out one major limitation. The mic only works on the right earbud, making the left bud unusable on its own for phone calls. Which may be why you can only invoke the voice assistant with the right bud. Not a huge gripe for me, but I've seen a lot of contradicting statements on this functionality and wanted to provide as much detail as I could come up with.• Multipoint. This by far is my biggest gripe. This is such a great feature present in the Bose SoundSport Wireless, but the feature is sadly missing on the QC Earbuds. The feature allows you to seamlessly switch between two devices, and even toggle up to 7 devices right from the device. The new app required to use the QC Earbuds also doesn’t really make it easy to switch devices on the fly. This makes switching between devices feel cumbersome and not modern at all. Especially considering that Apple just added similar functionality to the AirPods Pro (only supported with other apple products).• Find my buds. Also missing here. I was really hoping these had this feature as I anticipate misplacing them often. Feature present in older Bose earbuds, Pixel Buds, and AirPod Pros.• Price. The pricepoint is way too high considering how much the AirPod Pros do better than the QC Earbuds. In a battle of Sound and ANC, Bose takes the clear win. But when it comes down to features/functionality, AirPods Pro is the clear winner for me.• [Update 12/3] Transparency Mode/ANC Level 0, Ouch my Ears! . I've discovered that some sounds are amplified through the earbuds when using them with Noise Cancelling set to 0. The setting is supposed to allow you to hear your surroundings which works fine. But if you leave them in your ear to and are not listening to music or on a call, some sounds are way too loud and kinda hurt my ear. 😢 (Examples. Shutting a car door, clinking sounds, or glass breaking). Basically I cannot leave them in my ear when not in use because I'm afraid one day some unknown sound will cause damage to my ear. This is very inconvenient, especially because carrying the case around is also inconvenient due to its size. So I basically only use them exclusively around my house when consuming media. I then immediately take them off. I honestly feel like taking another star off because of this.Conclusion: The perfect earbuds don’t exist. These almost checked all my boxes. I love the buds for their comfort, amazing sound, and superior ANC. I really like how they look despite their larger size. But for the price I expect to have all the features, with no compromises. I don’t really understand why Bose would release these with the present limitations and lack of features from previous devices. With all of that said, I would still rate these above the other earbuds solely based on Sound and ANC.My ratings based on these factors: Age, Form Factor, Sound, Price, Functionality1. Bose SoundSport Wired In-Ear Headphones (Pictured far left) – 5 Stars (not comparable), perfect wired in-ear headphones at the time with great sound and comfort. Worth every penny if you can find them at the original price.2. Google Pixel Buds (Pictured second from the left) – 2 Stars (somewhat comparable), Best touch controls by far, but they really hurt my ears, and the sound is just okay. Totally overpriced at $180.3. Bose SoundSport Wireless (Pictured second from the right) – 2 stars (not comparable), I loved having them around my neck at all times and the Multipoint feature is awesome. But the build quality was terrible, and the sound was okay. Pricing wasn’t terrible for what they offered, but the build quality makes them hard to recommend.4. AirPods Pro (not pictured) – 3 stars (Most Comparable), AirPods Pro are jam-packed with amazing features in such a tiny form factor. They truly are kind of magical. But for me the sound quality was not worth the price tag ($220).5. Bose QuietComfort Earbuds – 3 stars, amazing sound and ANC, but lacks in the features department quite considerably. I think pricing them at $220 would have easily bumped these up to 4 stars for me and would make them extremely competitive against the AirPods Pro. At that pricepoint I would gladly trad off features for better sound and ANC. If Bose is somehow able to patch in some of the missing features through software updates I will update my rating. But I'm thinking it may comedown to hardware limitations. So for now, it's 3 stars and I'm still on the hunt for the perfect earbuds. :(","Reviewed in the United States on 14 October 2020","Way better than the AirPods Pro???","3.0 out of 5 stars","https://m.media-amazon.com/images/I/719n57ih7SL.jpg
https://m.media-amazon.com/images/I/71C8QRYLlbL.jpg
https://m.media-amazon.com/images/I/71tKhgRuNaL.jpg
https://m.media-amazon.com/images/I/81sNhMEkWPL.jpg","2","Triple Black"
"R1SA8RR90RK2KT","mouette-rieuse","Fidèle à Bose depuis des années et à son exceptionnelle réduction de bruit (j’avais le casque filaire, puis Blutooth), j’attendais d’avoir enfin des écouteurs intra-auriculaires a réduction de bruit pour investir à nouveau (environ) 300€ pour un format plus discret et « transportable ».Le gros plus est la qualité de la réduction de bruit (pour avoir essayé de nombreuses marques, c’est indéniablement LE gros point fort de Bose!). De ce côté là, pas de déception.A première vue, je trouve les écouteurs un peu trop imposants, mais la technologie demande sûrement cette taille d’écouteurs...ce qui est déjà une prouesse mais je suis certaine que cette taille réduira dans quelques années.Et au final, ces écouteurs sont assez légers, et les embouts sont bien conçus pour la stabilité et isoler du bruit.Par contre, grosse déception: PAS DE RÉGLAGE DU VOLUME DIRECTEMENT SUR LES ÉCOUTEURS. Il vous faudra passer par l’option « assistant vocal » pour monter ou baisser le son via votre smartphone. Donc si vous voulez modifier le volume, tout le monde entendra vos directives...pas génial...Pourquoi proposer l’option « vérification de la batterie » comme seule commande alternative avec l’avance ou le recul sur vôtre playlist??? Pourquoi ne pas l’annoncer lors de la connexion comme pour l’équivalent en casque fermé Bluetooth??? Cette option aurait pu être remplacée par le volume...mais da obligerait choisir entre réglage du volume OU de la sélection des morceaux...la encore, bof bof...Autre gros point noir, il faut déconnecter le Bluetooth de l’iPhone pour passer à celui de l’iPad au lieu de basculer lorsque le son est éteint sur l’iPhone et que celui de l’iPad démarre comme mon casque QuietComfort35: donc un gros manque de fluidité à ce niveau là aussi...J’avoue ne pas comprendre le bouton de connexion Bluetooth sur le boîtier et pas l’un des écouteurs??? Manifestement, les concepteurs ont du faire des choix pour que ceux ci ne soient pas aussi gros que des balles de ping-pong. Mais ça, ça peut éventuellement passer...Autre problème, je trouve que les écouteurs se sont déchargés super vite!!!À pleine charge lors de l’ouverture, quelques minutes à écouter de la musique, je les remets dans le boîtier jusqu’à ce soir et bam, plus de batterie au bout de 30 secondes alors que les voyants du boîtier étaient à 3/4 lors de l’ouverture, ils ne sont plus qu’à 1/4 quand je remets mes écouteurs pour les charger. Et le boîtier s’est éteint en quelques secondes et la..il charge...bof bof...Dernier point par top: le boîtier marque vite les traces de doigts et l’ouverture doit être faite à 2 mains car le bouton est un peu difficile à ouvrir...dommage...Ça fait beaucoup de « bof » pour un appareil à 280€!Le son est très bon (même si je trouve les basses un peu trop présentes), la réduction de bruit est fidèle à Bose, MAIS on sent qu’ils ont voulu sortir un modèle intra auriculaire avant Noël, quitte à « bâcler » certains aspects essentiels: réglage du volume, batterie fiable, fluidité de connexion Bluetooth...Je pense attendre que Bose améliore ce produit et me contenter d’autres écouteurs intra-auriculaires d’ici là, certes moins performants en terme de qualité de son ou de réduction de bruit, mais offrant plus de confort ergonomique et moins chers...","Reviewed in France on 14 October 2020","Peut mieux faire...","3.0 out of 5 stars","","153","Triple Black"
