id,profileName,text,date,title,rating,images,helpful,variant:colour,variant:style name,brand,variant:,variant:size,scores
RJOKUMFP4BLYT,Jose M.,"Por el costo que tienen la calidad tanto en materiales, sonido y soporte de aplicación es excelente hasta el momento me han dejado satisfecho hacen honor a las opiniones publicadas",Reviewed in Mexico on 21 November 2023,Audifonos de ecelente calidad,5.0 out of 5 stars,,0,,,samsung,,,"build quality: 3
price: 3
comfort: 2
design: 2
battery life: 2
sound quality: 3"
R2WOYUHFM1L8SM,Ben and Liz Brewer,"Really like that you can pause what you are listening to,change songs by touching head phones. You can also turn off other head phone if you only want to to come through on one. Love that it charges. Have had for awhile and are holding up really well considering I use them everyday.",Reviewed in the United States on 18 November 2023,Great product,4.0 out of 5 stars,,0,,,samsung,,,"build quality: 2
price: 0
comfort: 2
design: 2
battery life: 3
sound quality: 2"
R2E7ZZCDD2YFWE,wolder,"estan geniales, se oyen muy bien y tiene muy buen eliminador de ruido para las llamadas gracias a sus 3 microfonos, si lo usas con un dispositivo samsung es mejor",Reviewed in Mexico on 20 November 2023,me encantaron,5.0 out of 5 stars,,0,,,samsung,,,"build quality: 3
price: 2
comfort: 3
design: 2
battery life: 2
sound quality: 3"
R2E138D2MG0LZI,Juan E. Camilo,Very good conditions,Reviewed in the United States on 12 January 2024,Very nice product,5.0 out of 5 stars,,0,,,samsung,,,"build quality: 3
price: 0
comfort: 0
design: 0
battery life: 0
sound quality: 0"
R3K7UARXSYQ961,Gerardo Galván,El sonido es nítido y no se pierde la comunicación.,Reviewed in Mexico on 29 November 2023,Excelentes,5.0 out of 5 stars,,0,,,samsung,,,"build quality: 3
price: 2
comfort: 2
design: 2
battery life: 1
sound quality: 3"
R3EFMZ63VYAU4X,Yrret,"I Love them because of all the features that met my needs. I Hate them because of my number one fear! ""Popping out of my ear"" It's happened 3 times. I fear it's going to happen while mowing the lawn, which is the #1 reason for the purchase.",Reviewed in the United States on 8 November 2023,Thin Line Between Love and Hate,4.0 out of 5 stars,,0,,,samsung,,,"build quality: 2
price: 3
comfort: 1
design: 2
battery life: 2
sound quality: 2"
R16FDAL7SDG3VM,GABY YBARRA,"El producto esta perfecto, solo en uno de mis oidos no embona como debiera y se me sale facilmente. no me sirven para hacer ejercicio por esa razon. Si estoy inmovil no hay problema",Reviewed in Mexico on 14 November 2023,Era justo lo que pedí.,5.0 out of 5 stars,,0,,,samsung,,,"build quality: 2
price: 2
comfort: 1
design: 2
battery life: 0
sound quality: 2"
RX2GCSO54BHWW,Amazon Customer,"These are really comfortable in your ear.  I have a Galaxy phone and they sync immediately.  also, if you want to use both buds at the same time, they automatically both turn on without any additional function.  Really like this purchase.",Reviewed in the United States on 14 December 2023,Love these little gems,5.0 out of 5 stars,,0,,,samsung,,,"build quality: 3
price: 3
comfort: 3
design: 3
battery life: 3
sound quality: 3"
R3FIHCIAG53I2O,David Figueroa,"Estan bastante bien por el precio, la bateria les dura mucho tiempo y son comodos, unica cosa es que no son tanto para hacer ejercicio, se pueden salir facil si corres",Reviewed in Mexico on 14 November 2023,Muy bien por el precio,5.0 out of 5 stars,,0,,,samsung,,,"build quality: 2
price: 3
comfort: 3
design: 2
battery life: 3
sound quality: 0"
R3JBMC2GWUS0IR,Katie ,They sound good but there’s no way to skip a song?,Reviewed in the United States on 30 November 2023,Sounds good,4.0 out of 5 stars,,0,,,samsung,,,"build quality: 2
price: 1
comfort: 2
design: 2
battery life: 2
sound quality: 3"
R5P86WLI9HALR,Gerard Orozco,"Son súper cómodos, el audio se esucha muy bien, los uso principalmente para el gym y la bateria fura muchísimo, las funciones de cancelación de ruido y sonido ambiental son geniales, ademas que el diseño de la carcasa los hace muy comodos de portar y no estorban ni tratendolos en el pantalon junto al celular u otras cosas.Le daría 5 estrellas de no ser porque la app no permite personalizar las funciones para volumen, control de música, etc y los defaults no son muy cómodos, pues constantemente se pausa la música con cualquier leve toque y termino mejor desactivando los controles. Seria bueno personalizar el funcionamiento de taps simples y dobles y segun el audífono en que lo hagas.",Reviewed in Mexico on 10 September 2023,Faltan opciones de personalización,4.0 out of 5 stars,,2,,,samsung,,,"build quality: 3
price: 2
comfort: 3
design: 3
battery life: 3
sound quality: 3"
R2H8CHLN89CNMF,Wolfy,I like the awareness mode but the sound quality on this for listening to music was kinda underwhelming for how much these cost,Reviewed in the United States on 13 November 2023,Sound is ok passthrough audio and is good,4.0 out of 5 stars,,0,,,samsung,,,"build quality: 2
price: 1
comfort: 2
design: 2
battery life: 2
sound quality: 1"
R11HFUNNSGUH9D,Derrick,I got these earbuds just the other day and have noticed the battery life sucks with them. I have a pair of Dollar General Bluetooth Earbuds that will last my entire shift and only be down to around 75% if that but with these I've noticed within my first hour they are at 85%. I love Samsung products and I really like these but the battery doesn't last long enough.,Reviewed in the United States on 16 October 2023,The battery life isn't great!,4.0 out of 5 stars,,3,,,samsung,,,"build quality: 2
price: 0
comfort: 2
design: 2
battery life: 0
sound quality: 0"
R19D4UADNNWPHR,Kayeli2,"I had the previous version, but my son lost one of the buds, so I needed a replacement. These are great. They fit snuggly in my ears, and the sound quality is great.",Reviewed in the United States on 10 December 2023,Great Earbuds,5.0 out of 5 stars,,0,,,samsung,,,"build quality: 3
price: 0
comfort: 3
design: 0
battery life: 0
sound quality: 3"
RCLYNS8WG4SRY,Narissa,"Very comfortable, great for exercising and extremely long battery life",Reviewed in the United States on 27 December 2023,Amazing quality,5.0 out of 5 stars,,0,,,samsung,,,"build quality: 0
price: 0
comfort: 3
design: 0
battery life: 3
sound quality: 0"
R2LHXZEJAVAM3I,Bladimir Giovanni Gomez,"La puntualidad en la entrega del producto, dos días antes de la fecha sugerida.",Reviewed in the United States on 2 November 2023,Se ajusta a la información mostrada por el vendedor,4.0 out of 5 stars,,0,,,samsung,,,"build quality: 0
price: 0
comfort: 0
design: 0
battery life: 0
sound quality: 0"
R1LCQ19DN047II,Amazon Customer,"For some context, I'm no audiophile. I do use a set of Phillips SHP9500 at my computer though. I'll update this as time passes and I use them more.2 month update: original review remains true, but I also need to add that the battery life is awesome! Even with ANC maxed and moderate volume I still get like 4 hours of music before they die.Pros:- Immediately comfortable. I tend to sleep in my earbuds and these are low enough profile to continue doing that.- Sound isolation works... alright. Moderate conversation in the same room will occasionally make it through, but it's definitely making a difference. The noise passthrough is actually more helpful to me, as I like to be aware of what's going on. It's easy to switch between the two as well, depending on my surroundings.- Really like the case. Very tactile.Cons:Man, the sound quality is underwhelming. I've got a handful of songs I test new audio stuff on and this made each one sound *really* muddy, with the exception of vocals which are actually really crisp. When I put my computer headphones back on, it was night and day different. I get that they had to pack a lot into a really small package, but music is the *one* thing I expect these to do well, especially at the price they're asking for it.Conclusion:Its fine. The features are neat. Wait for a REALLY good discount.",Reviewed in the United States on 18 October 2023,A good deal... at half price.,3.0 out of 5 stars,,0,,,samsung,,,"build quality: 2
price: 1
comfort: 3
design: 2
battery life: 3
sound quality: 1"
R270HAYZEC7TOQ,Marcos,"Works very well. The best option at this price level for Android users. Easy to connect, good battery life. Sound quality is good. Probably the galaxy buds pro 2 has a better sound quality but it is also way more expensive. Built quality is also good. Minimalist. If you are looking for a good pair of earbuds at a reasonable price, this is the best option in the market. Connectivity with Samsung is great and it also worked with my Google Pixel. Battery life is ok.",Reviewed in the United States on 22 November 2023,Best cost benefit.,5.0 out of 5 stars,,3,,,samsung,,,"build quality: 2
price: 3
comfort: 2
design: 2
battery life: 2
sound quality: 2"
R1F5U11YIRN7MQ,Kipung Park,"Overall, I really liked it. I liked all the led signs that show enough information during the day even without smartphone's specific battery info. Sound quality is good and the noise cancellation quality is pretty good too. In a room if someone calls me when I am listening to music, I can hardly tell. So, that I really liked it.However, I wish this pair of earphones had the multiple device connection available. I mean it is a really small thing. I have paired my earphones with both laptop and my phone. Then, when I connect it to my phone, when I try to connect to my laptop, it doesn't allow both connections like higher end headphones. So, when I am already connected to my 1st device, to get connected to my 2nd device, I have to manually connect to the 2nd device, then it would disconnect from the first device and switch to the 2nd. I found this a bit uncomfortable. Like for comparison, my sony Headphone can connect two devices at the same time without disconnecting the other, so I wish it had that feature.Other than that, I found the touch sensors a bit sensitive. When I try to adjust my earphones, it would always recognize the touch and would stop the music or the video I was watching. So that is a bit uncomfortable. Other than that I like it!",Reviewed in the United States on 2 May 2023,A decent noise cancellation earphones. But a bit sensitive,4.0 out of 5 stars,,8,,,samsung,,,"build quality: 2
price: 0
comfort: 2
design: 0
battery life: 2
sound quality: 3"
R25F4IJR7B43QB,Lora Singleton,"For years I used the cheap neckband style of Bluetooth earbuds, and when I decided a while back to switch to actual earbuds, I tried at least 3 or 4 brands and styles and couldn't find ones that didn't KILL my ears. IDK if my ears are weirdly-shaped or what, but I tried TOZO NC2s and JLab Go Air Pops which both were incredibly painful. I also tried a friend's Airpods briefly and they also hurt. Finally I spotted a relative's Galaxy Buds 2 and asked to try them and the difference was incredible - these are super comfortable!The sound quality is also incredible compared to all others I've tried, and while I've never really bothered with ANC on other ones I've tried, the noise cancelling on these is certainly good enough for me. I do tend to leave it off to save the battery though, which is the main weak point of these. 5 1/2 hours or so with noise cancelling on isn't great. But I find they block enough noise for me even with it off, which makes the battery life more like 8 hours or a bit over. Even with ANC off, they block enough that I can't hear someone across the room trying to get my attention unless they're really yelling. I often use just one earbud, and I like that you can use either on its own and easily switch between them.I have a Samsung phone, which means the Galaxy Wear app lets you manage these and use the equalizer settings and such. I also love the fast pair with Samsung, where they pop up immediately asking to pair or connect, and I REALLY like the seamless pairing feature that lets me switch them instantly between my phone and my (Windows) computer without have to go into Bluetooth settings and disconnect or unpair from one to pair to the other.Overall, very happy with these. I wasn't sure how much I would really use them, so was hesitant to pay the full retail price, and the first refurbished pair I tried had one earbud that didn't work which made me wary of going that route. So this international version seemed like a nice option. I added an Asurion protection plan just in case, but so far these have worked flawlessly for several months.",Reviewed in the United States on 3 November 2022,Love them,5.0 out of 5 stars,,16,,,samsung,,,"build quality: 3
price: 2
comfort: 3
design: 2
battery life: 1
sound quality: 3"
R31IGMFTOGWKA1,Amazon Customer,"I'll be honest, I'm a samsung fan boy for sure. Trying to be as objective as possible, there is slightly less bass than I would have expected but plenty to have a good kick when listening to bass intensive music. Sound stage is great and you won't miss a note. The battery life is quite well, for surpassing what I was thinking and the quick recharging in the case makes it so you won't miss the music for to long while waiting for the buds to recharge. The call quality is great on my end but I will say I've been told using active noise canceling or ambient sound while on a call leave a audible noise on the other end making it hard for people to hear me. Once you turn it back to normal it goes away. 10/10 would buy again.",Reviewed in the United States on 7 October 2023,Amazing product,5.0 out of 5 stars,,22,,,samsung,,,"build quality: 2
price: 0
comfort: 2
design: 2
battery life: 3
sound quality: 2"
RNHDRZINFJVZH,Veronica Mayra,"I'm beyond glad I decided to purchase these! By far the best investment. Battery life is awesome, and so is the sound quality. Quick charge, and always with me.",Reviewed in the United States on 9 December 2023,Love love love!,5.0 out of 5 stars,,0,,,samsung,,,"build quality: 3
price: 0
comfort: 0
design: 0
battery life: 3
sound quality: 3"
R2R99TJOE6SSPZ,Roldwind,Good aound and range but they don't fit in my ear that well not like my old raycons,Reviewed in Canada on 30 December 2023,Ok,4.0 out of 5 stars,,0,,,samsung,,,"build quality: 2
price: 0
comfort: 1
design: 1
battery life: 0
sound quality: 3"
R38DYLMQBUB9BB,Mikey3boys ,"These are great!  I bought them to replace my Bose earbuds, and honestly, these blow them away.  The fit is better, it's easier to sync with Bluetooth,  and the sound quality is superior.  Sorry Bose, Samsung gets the win!",Reviewed in the United States on 20 November 2023,Bye bye Bose!,5.0 out of 5 stars,,0,,,samsung,,,"build quality: 3
price: 0
comfort: 3
design: 3
battery life: 0
sound quality: 3"
R2801GKFTDL465,Odiazferrer,"Buen producto, buen empaque, funciona super bien, calidad del.sonido super!",Reviewed in the United States on 23 December 2023,Excelente,5.0 out of 5 stars,,0,,,samsung,,,"build quality: 2
price: 0
comfort: 0
design: 1
battery life: 0
sound quality: 3"
R27GKV896OZR0V,Affan Khokhar,"Overall the product is amazing. The case is unique and seems unique. The earbuds fit in the ear slot perfectly.The negative aspect is the active noise cancellation. It works 50% only. I can still hear outside noise with my earbuds on so it isnt that effective.And since iphone doesnt have the wearable app to configure the earbuds, thats the downside as well.",Reviewed in the United States on 27 September 2023,Active Noise Canceling,4.0 out of 5 stars,,0,,,samsung,,,"build quality: 2
price: 0
comfort: 2
design: 2
battery life: 0
sound quality: 2"
R18CA9S7WH50VD,Mohawk Ninja,Case charges several times and the ear buds battery last a long time. The active noise cancelation or enhancement ams 360 audio is really cool. They connect very easily to your device,Reviewed in the United States on 25 October 2023,Sound Great with awesome features,4.0 out of 5 stars,,0,,,samsung,,,"build quality: 2
price: 0
comfort: 0
design: 0
battery life: 3
sound quality: 3"
R1BHRTAS259ZA7,Ariel Omar Mendez Valverde,Los mejores audifonos la verdad son de muy buena calidad.,Reviewed in Mexico on 17 November 2023,Excelente,5.0 out of 5 stars,,0,,,samsung,,,"build quality: 3
price: 2
comfort: 3
design: 2
battery life: 0
sound quality: 3"
RSVLCPJ5FCU2A,jb,"Highly recommend!Amazing sound qualityGreat call clarityVery comfortable.The noise canceling is shockingly great. I can make calls driving with the windows down with no problem. Outperforms 200-300 earbuds by a mile. No ""wind tunnel"" or ""under water"" complaints.Single only preference would be louder music capability, but they're on part with other ear buds I've owned for loud volume.",Reviewed in the United States on 14 November 2023,Sound quality & calling,5.0 out of 5 stars,,0,,,samsung,,,"build quality: 3
price: 0
comfort: 3
design: 0
battery life: 0
sound quality: 3"
R3LPT0TJV4044G,Jason,Product worked great until it didn't. Stopped charging one day so I sent them back to Samsung as directed.  They call me back a week later and tell me my 3 month old buds are not covered by warranty because they are an international model and I need to pay over 100 to repair them. Terrible customer service,Reviewed in the United States on 16 November 2023,Do not buy,5.0 out of 5 stars,,0,,,samsung,,,"build quality: 1
price: 0
comfort: 0
design: 0
battery life: 0
sound quality: 0"
RXHBB7S2XXGX6,Mikaela,"The earbuds have really nice sound quality and the microphones pretty good too. I will say if you decide to put in your own custom earbuds rather than the ones they came with they're more than likely not going to fit in the case properly and give you issues charging which is something I've been experiencing.Other than that though, there's no sound lag and the sound quality sounds really nice. They're pretty comfortable and last a decent amount of time. I've never been much of a bluetooth headphone person but these have definitely changed my mind. Overall, would recommend!",Reviewed in the United States on 26 August 2023,Pretty good!,4.0 out of 5 stars,,3,,,samsung,,,"build quality: 2
price: 0
comfort: 2
design: 0
battery life: 2
sound quality: 3"
RM7UZAYT8HA60,six_crowns,These were a gift for my grandson and he loves them!,Reviewed in the United States on 11 December 2023,Nice earbuds,5.0 out of 5 stars,,0,,,samsung,,,"build quality: 3
price: 0
comfort: 3
design: 0
battery life: 0
sound quality: 0"
RL4QPVZUO1XMN,Michael,"These replaced my v1 airpods and I'm not disappointed. Lows are great, highs aren't abrasive and tinny, noise cancelation is solid, ambient mode has a short delay but otherwise great. I wish they stayed in my ears a little better as they wiggle out if I'm chewing or being more emphatic, but I'd def buy them again.",Reviewed in the United States on 19 November 2023,Well made and hassle-free,5.0 out of 5 stars,,0,,,samsung,,,"build quality: 2
price: 0
comfort: 1
design: 2
battery life: 0
sound quality: 3"
R2355LNT7Z59OT,Margret,I like everything. Sound and value. Nothing I dislike.,Reviewed in the United States on 17 December 2023,Great value,5.0 out of 5 stars,,0,,,samsung,,,"build quality: 0
price: 2
comfort: 0
design: 0
battery life: 0
sound quality: 3"
RYA7G5ESYUWMG,Anna Kumar Das ( Kunja sir ),I'm very satisfied though the item is costly.,Reviewed in India on 14 December 2023,Superb item,5.0 out of 5 stars,,2,,,samsung,,,"build quality: 3
price: 2
comfort: 0
design: 0
battery life: 0
sound quality: 0"
R8ZQW2Z4EPQ3X,A,"These are the best earbuds I've used so far. I used a set of akg n400's before, but they were way too uncomfortable, fell out too easily, and battery life sucked. That could just be me and the fact I didn't have the other silicone ear triangle things. Not sure these sound as good as the n400's, but they sound very good.Sound:I like good audio, but I really don't have a great ear for judging quality. That said, these sound great to me. They sound very similiar to the AKG N400's perhaps with less bass.Fit:The buds2 fit in my ear very nicely with the included tips and I can wear them for around 9hrs without issues. They do fall out occasionall, but it's usually easy to feel when they're falling out and adjust them.Battery:The battery life on these is very impressive, as they often last 6-9hrs without charging in the case. For some reason the earbuds often drain their batteries unevenly, so you'll end up with one dead and one with 20-30% charge still. The case battery is very good and I've never ran it empty before.Case:Honestly, the case is probably my biggest issue with these earbuds. Any light drop and the case will shoot out the tiny earbuds in a 360, and then the case will close itself. This makes it really easy to lose the earbuds and not notice because the case closed itself back up.Buttons: It took me a few weeks of using the earbuds to appreciate the touch controls. Now it works fairly reliably. The app also gives you a lot of controls for the buttons.Noise Cancellation/Ambient Sound: Noise cancelling is pretty good. Not amazing but good. Some static is audible when using it. Ambient sound is okayish. It picks up on a lot of unwanted background noises like fan noise and doesn't pick up on people's speech well. Both of these features are made worse by what I talk about below.Other issues. Perhaps the most annoying issue is the earbuds have some sensor that detects if the earbud is in your ear. If it detects one earbud is not in your ear, it will disable noise cancelling or ambient sound until it detects them in your ear again. It's a great idea but it malfunctions all the time if the earbuds aren't perfectly seated in your ear. Meaning you'll be adjusting them a lot if you use noise cancelling or ambient sound. The app seriously some spyware. I've never seen any app ask for more permissions and it won't open if you deny most of them. I recommend you have some way to trick the app to deny permissions if you care about privacy. The main permissions you want to deny is location or it's ability to connect to the internet if your phone can do that, unless you need its find my earbuds ability. Otherwise the app is pretty useful and leagues better than the AKG app.",Reviewed in the United States on 1 January 2024,"Best Earbuds I've used, with some downsides",5.0 out of 5 stars,,4,,,samsung,,,"build quality: 2
price: 1
comfort: 2
design: 2
battery life: 3
sound quality: 2"
R1Z2WKUIVYRFQI,Juan Alberto Juarez Garcia,"Excelente sonido, cómodos, la batería dura mucho",Reviewed in Mexico on 21 January 2024,Resistente y fácil de instalar,5.0 out of 5 stars,,0,,,samsung,,,"build quality: 0
price: 0
comfort: 3
design: 0
battery life: 3
sound quality: 3"
R3CA82F0OAM391,Lucas Costa,Esse fone é muito bom. Tem uma qualidade de som e controle de ruído enormes. Consigo usar na academia e não escutar nada do ambiente e quando preciso escutar apenas ativar o modo ambiente que fica perfeito.,Reviewed in Brazil on 5 October 2023,Fone de alta qualidade.,5.0 out of 5 stars,,0,,,samsung,,,"build quality: 3
price: 0
comfort: 3
design: 3
battery life: 3
sound quality: 3"
R2BRW7LUX49UR9,H,"I use these in an office to drown out chatter.Sometimes I don't even play music, I'll just have them in if I need to concentrate. The ANC works well enough to block a good amount of sound.You can still here surrounding noise, but it's greatly reduced.When I do play music, I can pretty much zone out to the point where I wont here people talking to me. And I don't need to have them excessively loud. The lower volumes are loud enough with ANC.The controls can be bit hit and miss sometimes, but it usually only ever takes one or two extra tries to find where to tap.The pass through feature is actually quite nice. I use it when chatting to people to save taking them out all the time. It can sound a bit robotic/tinny when it's active though, but it works well enough.Overall, I'm really happy with them. They've been perfect for my office job, and I don't go to work without them now.I've even used them for travelling. Blocked out a good deal of plane noise on my last flight.Would definitely recommend them.",Reviewed in the United Kingdom on 3 September 2022,Decent ANC,5.0 out of 5 stars,,0,,,samsung,,,"build quality: 2
price: 2
comfort: 3
design: 2
battery life: 3
sound quality: 3"
R17RVN7A4ZAM6Q,Paul,Nice Clear crisp sound amazing base excellent product,Reviewed in the United Kingdom on 29 June 2022,Amazing headphones and amazing sound 10*,5.0 out of 5 stars,,0,,,samsung,,,"build quality: 3
price: 0
comfort: 0
design: 0
battery life: 0
sound quality: 3"
R8X3724JKB7LT,Connie De,These ear buds are super.  Clear sound.  Noise cancelling feature is so welcome when walking beside a noisy road.  Comfortable to wear.  I would highly recommend them!,Reviewed in Canada on 22 December 2023,Great ear buds,5.0 out of 5 stars,,0,,,samsung,,,"build quality: 3
price: 0
comfort: 3
design: 0
battery life: 0
sound quality: 3"
R3GPHWQB24Q2ET,Nugroho,As expected from Samsung,Reviewed in Australia on 5 August 2023,As described,5.0 out of 5 stars,,0,,,samsung,,,"build quality: 3
price: 0
comfort: 0
design: 0
battery life: 0
sound quality: 0"
R11G7P0P9ECVA3,Alex Gonzalez,"The Galaxy Buds 2 are good quality Bluetooth earbuds. Having owned the Galaxy Buds+ originally, these were a decent upgrade in some regards and a downgrade in others.**Comfort**Probably the most important aspect of earbuds for some people is the comfort quality. The earbuds include 3 different size ear tips to help you find the right fit. Additionally, in the Galaxy Wearable app, there is a feature to actually test the fit. This is helpful as you can tinker and find the right earbud tip combinations for you. Prolonged sessions did result in some ear fatigue for me and I found the tips becoming a bit loose with excessive movement. I would probably not wear these to work out in. My aforementioned Galaxy Buds+ have wingtips on the top that help them remain securely in place, I find them to be a bit more comfortable than these.**Battery Life**Battery life on the Galaxy Buds 2 appear to be as advertised. For my use they are perfect as I do not wear my buds for long periods of time and am able to charge them in between sessions easily. The included charging case is easy to use and I can snap the buds in with no issues. Again, the Galaxy Buds+ were a bit better in this regard with the battery lasting around 9 hours on one charge, but they also did not have Active Noise Cancellation which consumes a good amount of battery life.**Connectivity**Using a Galaxy phone makes connecting these headphones a breeze! It was a simple as opening the case. Seriously, once I did that my phone recognized it and had a popup to pair. Connecting them to my tablet (S8) was not as easy. I had to put the earbuds into pairing mode and open my Galaxy Wearable app on the  tablet and connect that way. Once set up, it is very easy to reconnect. I also was able to pair with my Chromecast for late night TV viewing without waking up my wife.**Audio**This is where this set of earbuds earns its keep in my opinion. I am by NO MEANS an audiophile but the audio quality coming from the Buds+ was night and day for me. Music, TV, and calls all sound clear and crisp with a decent amount of bass without virtually 0 static. The ambient noise and active noise cancellation features work as intended and the 360 audio is a very cool feature to add a level of immersion, especially when watching movies.**Conclusion**This is a solid set of earbuds and at the current price point, makes a ton of sense in my opinion. I am very pleased with this set and will continue to use them as my ""daily driver"" earbuds.",Reviewed in the United States on 17 April 2023,"Samsung strikes again! Quality, affordable, Bluetooth earbuds.",5.0 out of 5 stars,,74,,,samsung,,,"build quality: 2
price: 2
comfort: 1
design: 2
battery life: 2
sound quality: 3"
R1YB8ELEYXY6U6,Parmesh Chopra,"IN BRIEF - if you can afford it, excellent balanced sound (no bass heavy stuff), best noise cancellation in all earphones, best fitting earphones in the world. Marvelous for gym also as they're sweat resistant. Mic only on right earbud seems a drawback. Bose music app is very basic. No equalizer offered too.Bought these before Diwali after a lot of research. Absolutely loved them. I use them while taking long walks or editing videos while attending a workshop simultaneously.THE MOST USEFUL FEATUREThe microphone embedded on the right earbud is unbelievably powerful. It cancels external noise during phone calls and focuses only on your voice. And all this while just being a tiny insertion in your ear. Remarkable. Almost hard to believe at first.COMFORT AND FITBose gives you three tip sizes to adjust on the eaebubds before you start using them. Finding  right tip is not optional. It is compulsory if you wish to experience active noise cancellation. Please note that once you get your ear tip size right, noise cancellation feature comes into play only then. And the noise cancellation is very very powerful. It is the best among the rest.ONCE IT FITS, IT WON'T COME OUT OF EARI jog, I run, I jump. My earbuds remain intact inside my ears. Grip is unbelievably firm. The lever fits so well in the ear. No chance of it popping out anytime. But please note you have to find your correct ear tip size before comfort and fit points stated by me become true for you.THE GOOD ABOUT THESEThe best feature in these as per my usage and observation is their ability to make your voice heard to the listener on a phone call in a noisy environment. So in my case I walk along traffic on a busy road in Gurgaon. But when I call using the earbuds, it is silky smooth. I hear the audio of the person at  the other end as swiftly as they hear mine. I double check with everyone when starting a call in traffic and they all have said they don't think I'm in traffic at all as my voice goes through super clear even after noise reduction. Excellent technology.Another great feature is double tap on earbuds to pick call without having the need to touch smartphone. And automatic playing of a YouTube video after a call in case you were watching before.Yet another remarkable feature, if not the most powerful one among all competitors - best noise cancellation for earbuds. Their noise cancellation and audio output gives a run for money to a full size over ear headphones. The overall experience is outstanding.THE NOT SO GOODBass lovers might be disappointed. The audio print of these earphones is neutral. They deliver naturally sounding crisp audio. No treble heavy or bass heavy.THE BADMicrophone is embedded only on right earbud. So if you wish to wear only left one, you can't take calls.You can't keep right earbud inside the case and insert only left earbud in your ear to listen to music. The right earbud has to be taken out of the case and kept outside if you only wish to use the left one.Prolonged usage might cause burning sensation in ear.",Reviewed in India on 12 December 2020,"The most comfortable, phone call making earbuds of 2020",5.0 out of 5 stars,"https://images-na.ssl-images-amazon.com/images/I/916WsYFC9NL.jpg
https://images-na.ssl-images-amazon.com/images/I/91G31WtUC4L.jpg
https://images-na.ssl-images-amazon.com/images/I/91h5sclkT3L.jpg",42,Soapstone,,bose,,,"build quality: 2
price: 1
comfort: 3
design: 2
battery life: 2
sound quality: 2"
RFH5I3CD2BEG7,Alex Selven1,"I dunno from where I should start but I must say for this current price bracket it's pretty good .You need a good music player though to extract out the best music .it's not a naturally enabled music earbuds like Sennheiser momentum 3 and most of the sony products gut it's ANC is just out of the box .I own a Sennheiser momentum but it's ANC such to the core and left bud not working as usual .today we are in the arena of 2023 but still 2019 ,2020 earbuds are reigning coz they have not let the signature music bow down .I have opted for this unlike the comfort 2 coz of the factor of music that entire sux in evolution and bo wireless chargin out thereI will just mention some drop downs with pros and cons that would help the new buyersLet's start with pros1)I have never seen a better ANC and music syncing so well .there are so many earbuds that do give better ANC than this but with the ANC it entirely detoriates the music .story out here is entirely different .it gives you a great music with ANC too .Also the modes of ANC is amazing .It does really work if you are an audiophile and you can adjust the exact level of ANC2)It would take some time to burn but even during the burning battery surprisingly doesn't drain that much .overall battery is a masterstroke too3)Processing, detailing and streching the vocals voice with absolute enigmatic clarity .I am amazedThere are some drops .will say in my negative side.4)Even for call it's really amazing .so if you are an office person or some virtual presentation handler it's great .if you are solely for then go for the 2nd version5)also the wig buds and fitting is spectacular.depending on your ear size they have provided 2 additional wing buds6)The voice is not recessed at all and Bgm is quite balanced .just keep burning it regularly as the drivers need to worked out well .audiophile's can nail it7)vibration and the surround with nostalgia 90's feelings is great but still about a perspectiveNow let's see the negative sideCONS1)I expected some good  sound seperation with the vocals and instruments .That is very mediocre here2) music beats and style of streching is it's signature but a Lil predictable .Not a major concern3)I even own a YAMAHA but that surprisingly gives a good treble .here this is more of a bass occupied earbud .Treble is not that very greatClose your eyes and if your a Bass person.if you are treble person like me bag with some dark sides .4)It has a premium and sophisticated sound with some mediocre 's sound like Velvet's .that's a magician I do agree but I still feel it lacks in alteration especially in the high range .again you can ignore this coz it's not that bad and very less .5)Size of the case is quite huge .leaner and compact would have been much betterFinal verdict:I am rating it 4/5 coz I feel APP could have been more inovative for audiophile's and some minor catch .Still I will get back if there is any issue .I am lining up for some other earbuds too .if Fortunes help me to turn better ⭐⭐⭐If anyone  have any doubt or reluctant to buy this earbuds  or any earbuds .you all are always welcome to connect me on my mail id alex_selven@yahoo.comFeel free and I wish my every helped all of you .thanks",Reviewed in India on 20 August 2023,Sound clarity and detailing is amazing,4.0 out of 5 stars,"https://m.media-amazon.com/images/I/61q8v8Yk30L.jpg
https://m.media-amazon.com/images/I/81Ps3RxGFSL.jpg",34,Triple Black,,bose,,,"build quality: 2
price: 2
comfort: 2
design: 1
battery life: 3
sound quality: 2"
R1MNU0U57BWVW8,Abhishek Sinha Roy,I was not sure how the stable the earbuds would be in my ears as the ear buds looks bigger but trust me it fit perfectly with the side lock hold it perfectly fine even when we sweats Surprisingly there is no discomfort even after 6 hours of constant use.It’s very light weight and comfortableAppearance: Love the Bose logo on the case and on earbuds.. the Bose logo engraving on the earbuds gives it a very premium look. battery life is solid with 6 hours wear and my anc was on / off as I was shopping in marketSound quality is very balanced . Nothing was overdone.I got this great product very cheap during great Indian festival sale along with 1 year extended warranty for Rs 1 .. BOSE IS BOSS .. I would give it 5 /5. I am no sound expert but in my opinion for it is awesome..,Reviewed in India on 8 October 2023,Loved it,5.0 out of 5 stars,https://m.media-amazon.com/images/I/71-uhOk18XL.jpg,2,Triple Black,,bose,,,"build quality: 3
price: 3
comfort: 3
design: 3
battery life: 3
sound quality: 3"
